contributor,dataset,label,DAAR_IQR,DAAR_gini,DAAR_mean,DAAR_median,DAAR_std,DCAR_IQR,DCAR_gini,DCAR_mean,DCAR_median,DCAR_std,DCAT_IQR,DCAT_gini,DCAT_mean,DCAT_median,DCAT_std,DCA_IQR,DCA_gini,DCA_mean,DCA_median,DCA_std,NA,NAR_IQR,NAR_gini,NAR_mean,NAR_median,NAR_std,NAT_IQR,NAT_gini,NAT_mean,NAT_median,NAT_std,NCAR_IQR,NCAR_gini,NCAR_mean,NCAR_median,NCAR_std,NOR,NT,NTR_IQR,NTR_gini,NTR_mean,NTR_median,NTR_std,ORR
kurator-bot,train,Bot,,0.0,,,0.0,0.0,0.0,353.271,353.271,0.0,168.408,0.5,168.419,168.419,238.165,96.078,0.726,88.318,8.216,165.844,5,0.0,0.0,5.0,5.0,0.0,1.5,0.3,2.5,2.5,2.121,0.0,0.0,5.0,5.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
scrutinizer-notifier,train,Bot,32.961,0.28,151.755,151.958,83.759,74.171,0.742,58.835,0.578,105.339,,0.0,,,0.0,0.533,0.914,15.033,0.122,49.101,145,11.0,0.717,20.714,5.0,39.47,0.0,0.0,145.0,145.0,0.0,6.0,0.685,13.182,5.0,27.971,7,1,0.0,0.0,1.0,1.0,0.0,1.0
smlbiobot,train,Human,138.728,0.525,95.046,75.46,99.632,0.0,0.481,0.015,0.0,0.071,149.712,0.488,153.47,127.321,153.757,144.586,0.61,78.086,43.095,97.265,29,0.0,0.23,1.318,1.0,1.492,6.5,0.224,14.5,14.5,9.192,0.0,0.162,1.208,1.0,0.833,22,2,0.0,0.0,1.0,1.0,0.0,1.0
satish-ravi,train,Human,11.176,0.742,9.839,2.728,27.895,5.187,0.748,9.176,0.18,19.404,1.81,0.886,4.667,0.142,18.859,1.774,0.874,4.384,0.125,16.306,259,9.0,0.595,32.375,17.5,52.525,17.0,0.304,32.375,27.0,19.537,4.0,0.495,4.317,2.0,4.53,3,8,6.25,0.304,5.25,7.0,3.284,0.375
ender503,train,Human,,0.0,,,0.0,0.0,0.0,867.133,867.133,0.0,0.468,0.901,66.703,0.097,213.575,0.468,0.901,66.703,0.097,213.575,14,0.0,0.0,14.0,14.0,0.0,3.0,0.314,2.8,3.0,1.789,0.0,0.0,14.0,14.0,0.0,1,5,0.0,0.0,5.0,5.0,0.0,1.0
goran-ethernal,train,Human,18.882,0.735,12.697,1.65,21.085,43.136,0.662,28.341,0.931,55.393,1.791,0.888,6.878,0.333,25.266,0.947,0.903,4.968,0.152,19.625,238,11.75,0.744,39.667,7.5,80.699,19.25,0.611,19.833,11.5,27.568,7.0,0.622,8.207,3.0,11.309,2,12,1.75,0.5,3.167,1.5,3.92,0.333
dhollinger,train,Human,211.805,0.361,193.833,199.22,132.324,2.959,0.642,37.277,0.0,88.648,56.603,0.776,64.29,0.067,120.824,72.028,0.77,62.872,0.115,114.425,31,1.5,0.627,4.429,1.0,7.786,3.0,0.364,2.818,2.0,1.991,2.0,0.552,3.444,1.0,4.902,4,11,1.0,0.471,2.429,1.0,2.992,0.571
salesforce-cla[bot],train,Bot,7.49,0.773,7.034,0.166,12.965,0.0,0.926,0.159,0.0,1.493,,0.0,,,0.0,5.366,0.798,6.167,0.037,12.257,106,2.0,0.331,2.038,1.0,1.427,0.0,0.0,106.0,106.0,0.0,0.0,0.118,1.165,1.0,0.373,14,1,0.0,0.0,1.0,1.0,0.0,0.269
danielrosenwasser,train,Human,23.118,0.695,17.292,2.094,26.435,203.408,0.559,129.586,5.071,208.453,2.048,0.875,11.966,0.053,33.057,1.726,0.884,12.42,0.054,36.798,177,5.0,0.786,29.5,2.0,65.933,12.0,0.336,13.615,14.0,8.352,13.5,0.657,11.8,4.0,17.013,2,13,3.5,0.514,4.0,2.0,4.69,0.333
boegelbot,train,Bot,11.444,0.344,22.34,21.646,16.53,143.752,0.379,107.99,128.346,112.402,,0.0,,,0.0,0.594,0.878,2.105,0.131,7.699,300,147.0,0.49,150.0,150.0,207.889,0.0,0.0,300.0,300.0,0.0,100.0,0.467,60.0,69.0,57.11,1,1,0.0,0.0,1.0,1.0,0.0,0.5
pearu,train,Human,10.32,0.793,9.995,1.071,21.895,0.582,0.822,4.741,0.0,21.254,1.764,0.877,5.98,0.156,19.62,1.464,0.881,5.361,0.158,17.842,252,9.75,0.652,18.0,5.5,31.211,27.0,0.526,19.385,14.0,20.423,1.25,0.526,2.739,1.0,4.222,8,13,2.5,0.398,3.0,2.0,2.542,0.571
sergiodxa,train,Human,8.711,0.785,10.547,0.622,20.78,0.288,0.82,1.912,0.007,5.59,1.493,0.877,4.944,0.082,14.342,0.357,0.906,3.621,0.051,12.362,263,12.25,0.566,11.955,6.0,14.144,19.5,0.682,17.533,5.0,30.09,3.0,0.505,3.416,2.0,4.435,7,15,2.75,0.413,3.273,3.0,2.676,0.318
bloggerbust-bot,train,Bot,,0.0,,,0.0,0.0,0.0,2088.498,2088.498,0.0,0.0,0.947,7.764,0.0,33.291,0.0,0.947,7.678,0.0,33.117,273,0.0,0.0,273.0,273.0,0.0,0.0,0.0,91.0,91.0,0.0,0.0,0.0,273.0,273.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
shopsysbot,train,Bot,0.0,0.974,1.049,0.0,7.732,0.0,0.723,0.106,0.0,1.472,0.785,0.875,5.87,0.36,18.163,0.0,0.97,1.121,0.0,7.74,300,6.0,0.216,12.5,13.0,5.838,61.5,0.455,75.0,60.0,73.77,0.0,0.03,1.031,1.0,0.24,1,4,0.0,0.025,3.083,3.0,0.282,0.042
adacore-bot,train,Bot,0.623,0.882,2.24,0.192,8.926,0.0,0.817,0.389,0.0,2.623,0.286,0.795,0.73,0.124,2.448,0.518,0.877,1.748,0.147,7.43,299,12.0,0.676,11.074,3.0,18.591,21.0,0.758,49.833,6.5,101.5,0.0,0.294,1.503,1.0,1.47,1,6,0.0,0.204,1.333,1.0,0.679,0.037
dti-github-bot,train,Bot,10.687,0.653,8.193,3.43,13.404,0.842,0.731,7.11,0.0,20.697,0.847,0.884,2.813,0.005,9.806,3.402,0.806,4.425,0.591,10.789,300,8.25,0.708,37.5,9.0,79.158,41.5,0.408,75.0,38.5,78.77,2.0,0.586,3.448,1.0,6.181,1,4,0.0,0.239,1.375,1.0,1.061,0.125
sre-bot,train,Bot,42.95,0.767,33.473,0.273,60.835,0.0,0.62,5.033,0.0,24.93,36.979,0.305,52.238,54.342,32.017,36.684,0.76,33.771,0.97,60.36,65,3.5,0.447,4.333,3.0,4.271,12.5,0.256,21.667,22.0,12.503,0.0,0.11,1.14,1.0,0.398,2,3,1.5,0.247,1.8,2.0,0.862,0.133
rasabot,train,Bot,12.274,0.478,12.84,12.84,17.358,491.701,0.488,447.419,358.852,497.647,7.494,0.854,32.786,0.247,79.263,21.666,0.879,45.598,0.458,130.559,31,13.5,0.435,15.5,15.5,19.092,9.75,0.427,7.75,7.0,6.994,6.5,0.28,10.333,14.0,7.234,1,4,0.5,0.1,2.5,2.5,0.707,0.5
wangyum,train,Human,18.827,0.816,19.638,1.091,50.778,0.867,0.723,6.773,0.0,21.713,10.265,0.8,11.325,0.625,23.88,2.879,0.878,8.024,0.219,29.658,252,14.5,0.709,22.909,7.0,45.728,12.5,0.704,22.909,8.0,49.454,1.0,0.613,3.273,1.0,8.328,3,11,3.0,0.283,3.273,3.0,1.737,0.273
hsimbot,train,Bot,7.764,0.483,7.558,5.955,7.099,24.004,0.743,29.071,1.66,56.367,5.543,0.694,3.693,0.002,5.703,10.954,0.676,5.978,0.777,8.306,300,71.0,0.316,100.0,126.0,74.485,1.0,0.745,60.0,6.0,123.006,7.0,0.514,6.122,3.0,6.418,1,5,1.0,0.19,2.333,3.0,1.155,0.333
maropu,train,Human,71.219,0.718,42.325,10.98,70.555,0.05,0.767,4.551,0.0,15.343,67.188,0.7,32.975,2.291,48.866,11.086,0.853,19.574,0.145,50.121,109,0.5,0.687,4.739,1.0,9.473,12.0,0.647,18.167,5.5,29.363,1.0,0.477,2.37,1.0,3.108,13,6,0.5,0.256,1.478,1.0,0.898,0.565
sudo[bot],train,Bot,,0.0,,,0.0,0.0,0.0,2015.993,2015.993,0.0,168.002,0.558,87.652,0.001,99.64,168.002,0.558,87.652,0.001,99.64,24,0.0,0.0,24.0,24.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,24.0,24.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
openui5bot,train,Bot,0.41,0.874,3.036,0.024,7.755,0.0,0.632,3.967,0.0,14.213,0.799,0.592,0.538,0.136,0.745,0.972,0.835,2.088,0.235,5.476,298,2.0,0.708,24.833,6.5,62.456,2.0,0.781,59.6,2.0,129.359,0.0,0.63,3.348,1.0,6.799,1,5,0.25,0.269,1.5,1.0,1.0,0.083
rdp,train,Human,69.654,0.658,48.98,22.869,67.314,0.176,0.858,14.949,0.025,46.726,50.779,0.702,37.857,6.993,57.34,23.263,0.812,25.957,0.118,52.342,73,4.75,0.581,6.083,3.0,9.453,9.0,0.553,14.6,4.0,19.655,2.0,0.347,2.433,2.0,1.695,7,5,1.0,0.192,1.667,2.0,0.651,0.583
stage-branch-merger[bot],train,Bot,16.706,0.665,19.368,7.287,29.865,10.83,0.829,50.026,0.764,126.304,2.879,0.88,9.655,0.254,41.589,1.827,0.883,6.666,0.289,30.882,300,81.0,0.67,75.0,16.5,126.452,34.0,0.113,150.0,150.0,48.083,3.0,0.699,10.345,3.0,22.918,2,2,0.0,0.0,2.0,2.0,0.0,0.5
afterlogic-support,train,Bot,45.263,0.822,106.48,0.124,236.773,2.747,0.587,12.122,0.158,23.203,24.83,0.794,26.294,1.209,54.502,15.03,0.876,60.059,0.352,169.405,17,2.75,0.402,2.833,2.0,2.401,3.75,0.343,2.833,2.5,2.041,1.0,0.275,1.889,2.0,1.054,1,6,2.0,0.25,2.0,2.0,1.095,0.167
pulpbot,train,Bot,0.759,0.937,9.063,0.001,41.757,0.005,0.871,2.138,0.0,8.257,0.001,0.974,2.541,0.001,21.807,0.002,0.975,2.422,0.001,19.865,284,20.0,0.523,23.667,12.5,27.067,43.75,0.311,47.333,47.5,29.716,4.5,0.604,4.581,1.0,7.312,1,6,2.0,0.152,3.833,3.0,1.267,0.083
zebot,train,Bot,1.494,0.868,3.159,0.1,11.379,2.536,0.638,10.302,0.0,27.372,1.838,0.86,3.48,0.272,11.958,2.0,0.82,4.384,0.638,12.45,249,70.75,0.619,62.25,21.5,93.578,74.75,0.652,62.25,19.5,98.334,2.0,0.556,3.074,1.0,4.62,1,4,0.5,0.25,1.5,1.0,1.0,0.25
framabot,train,Bot,37.714,0.769,27.386,0.292,49.279,2.419,0.648,59.098,0.0,171.288,22.443,0.791,26.804,0.065,51.133,45.329,0.756,31.641,2.527,55.869,63,25.5,0.54,21.0,10.0,27.221,21.5,0.341,31.5,31.5,30.406,2.0,0.49,2.739,1.0,3.093,2,2,0.0,0.0,1.0,1.0,0.0,0.667
arshbot,train,Human,48.522,0.817,92.886,6.048,212.814,0.208,0.764,0.555,0.008,1.802,19.189,0.822,31.638,1.255,74.011,6.931,0.905,46.739,0.105,155.141,31,6.5,0.435,5.167,4.5,4.535,5.25,0.379,7.75,7.0,6.238,1.25,0.312,1.938,1.5,1.237,4,4,0.0,0.119,1.167,1.0,0.408,0.667
aws-sdk-java-automation,train,Bot,19.477,0.555,17.336,11.972,20.451,228.122,0.608,129.492,0.046,209.503,0.031,0.958,1.475,0.025,8.025,21.165,0.8,11.5,0.039,23.861,191,81.5,0.427,95.5,95.5,115.258,68.75,0.546,47.75,33.5,56.435,22.0,0.591,12.733,3.0,16.033,1,4,1.0,0.167,3.0,3.0,1.414,0.5
ro-ka,train,Human,169.486,0.306,277.213,277.213,239.69,0.131,0.0,0.087,0.0,0.151,0.0,0.0,107.727,107.727,0.0,192.292,0.652,138.672,53.977,211.523,5,1.0,0.267,1.667,1.0,1.155,1.5,0.3,2.5,2.5,2.121,1.0,0.267,1.667,1.0,1.155,2,2,0.0,0.0,1.0,1.0,0.0,0.667
brettchabot,train,Human,237.07,0.419,372.298,334.562,336.824,24.908,0.683,105.482,22.895,209.388,6.262,0.857,82.942,0.17,199.567,1.593,0.891,61.109,0.224,173.057,34,14.0,0.549,11.333,4.0,15.373,4.0,0.366,3.778,2.0,2.819,4.0,0.4,6.8,5.0,5.718,2,9,3.0,0.4,3.333,2.0,3.215,0.667
dlang-bot,train,Bot,9.699,0.563,7.702,3.196,9.064,8.758,0.623,12.724,0.23,25.749,7.252,0.572,5.115,2.351,5.897,9.577,0.602,6.49,2.651,7.969,132,25.0,0.645,26.4,9.0,39.684,53.0,0.535,44.0,18.0,57.585,3.0,0.492,3.143,2.0,3.524,1,3,2.0,0.24,2.0,2.0,1.0,0.2
a631807682,train,Human,10.996,0.403,8.724,9.232,6.383,90.013,0.616,113.361,0.0,259.371,11.874,0.423,8.543,9.232,6.626,23.945,0.55,11.225,0.939,12.128,196,1.25,0.833,24.5,1.0,64.471,2.0,0.819,28.0,1.0,69.68,8.5,0.744,10.889,1.0,22.408,4,7,0.0,0.239,1.375,1.0,1.061,0.5
devversion,train,Human,1.557,0.894,6.888,0.29,31.739,0.038,0.904,3.181,0.0,20.909,1.148,0.917,7.362,0.084,32.614,1.146,0.911,5.048,0.113,24.897,237,26.0,0.537,19.75,13.0,20.816,16.25,0.646,16.929,8.5,24.759,1.0,0.38,1.992,1.0,1.92,4,14,4.25,0.425,3.25,2.0,2.864,0.333
cake-contrib-bot,train,Bot,1.747,0.782,2.661,0.004,5.136,0.0,0.807,4.632,0.0,22.852,0.007,0.847,1.518,0.001,3.834,0.004,0.814,1.772,0.0,4.255,300,44.75,0.507,37.5,22.0,38.708,57.0,0.599,50.0,10.0,69.648,0.0,0.721,4.11,1.0,15.562,3,6,1.25,0.25,1.75,1.5,0.886,0.375
sourcegraph-bot,train,Bot,0.215,0.504,0.108,0.106,0.113,180.775,0.513,117.768,0.0,216.253,0.215,0.504,0.108,0.106,0.113,0.219,0.872,66.621,0.004,170.479,24,6.0,0.25,12.0,12.0,8.485,6.0,0.25,12.0,12.0,8.485,2.0,0.263,1.846,1.0,0.987,1,2,0.0,0.0,1.0,1.0,0.0,0.5
dbu,train,Human,22.98,0.803,30.284,0.501,62.831,0.053,0.87,3.089,0.0,11.972,0.481,0.912,12.916,0.024,43.597,0.249,0.913,11.963,0.026,40.494,177,7.5,0.53,6.321,4.5,6.794,10.75,0.437,12.643,8.5,11.56,3.0,0.459,2.766,1.0,2.712,14,14,4.25,0.423,3.607,3.0,2.872,0.5
jlukic,train,Human,258.754,0.67,165.251,36.211,229.838,0.0,0.5,2.369,0.0,7.856,96.63,0.771,95.886,0.112,181.754,185.048,0.736,129.12,8.204,210.613,14,1.0,0.254,1.556,1.0,0.882,3.0,0.371,2.8,2.0,2.168,0.0,0.182,1.273,1.0,0.647,8,5,0.0,0.162,1.222,1.0,0.667,0.889
neos-bot,train,Bot,0.07,0.934,5.912,0.012,25.87,0.0,0.954,0.011,0.0,0.139,0.01,0.977,1.147,0.001,8.389,0.029,0.943,4.902,0.011,23.632,297,2.0,0.376,5.304,3.0,4.809,70.5,0.316,99.0,144.0,80.554,0.0,0.15,1.207,1.0,0.528,1,3,1.0,0.181,1.446,1.0,0.537,0.018
machinefl,train,Bot,80.987,0.691,53.705,8.666,82.444,0.0,0.464,13.35,0.0,32.535,11.236,0.752,11.371,0.044,20.859,73.39,0.662,48.652,29.391,72.045,44,12.0,0.364,11.0,10.0,8.485,8.5,0.58,11.0,3.0,16.673,0.25,0.216,1.375,1.0,0.707,1,4,1.5,0.208,3.0,3.5,1.414,0.25
jab,train,Human,124.9,0.474,125.214,109.892,114.537,123.248,0.519,110.521,0.014,184.298,17.086,0.811,52.758,0.371,108.806,37.384,0.799,51.19,2.979,102.75,40,2.0,0.643,5.714,2.0,10.307,5.25,0.455,4.0,3.0,3.682,2.0,0.578,4.444,2.0,6.502,4,10,1.0,0.306,2.0,2.0,1.414,0.571
amurzeau,train,Human,163.412,0.689,134.776,22.214,203.838,10.392,0.752,34.904,0.0,83.313,80.409,0.757,90.801,5.268,167.118,21.104,0.816,57.529,0.076,136.289,37,4.5,0.564,4.625,1.5,5.878,1.0,0.583,4.111,2.0,6.254,4.0,0.37,2.846,2.0,2.035,5,9,1.25,0.304,1.75,1.0,1.165,0.625
c4milo,train,Human,58.875,0.673,47.964,18.652,72.008,0.0,0.666,0.252,0.0,1.686,119.801,0.606,64.209,38.774,76.449,51.084,0.695,44.203,13.765,70.034,49,0.0,0.175,1.225,1.0,1.0,3.25,0.622,8.167,3.5,13.243,0.0,0.077,1.089,1.0,0.358,36,6,0.0,0.065,1.075,1.0,0.267,0.9
rtribotte,train,Human,0.604,0.865,2.76,0.195,7.445,0.337,0.858,7.07,0.0,30.981,0.656,0.901,4.851,0.287,23.042,0.437,0.928,3.864,0.081,19.519,186,18.5,0.701,16.909,2.0,27.384,17.25,0.53,15.5,9.0,16.223,1.0,0.506,2.548,1.0,5.444,10,12,1.5,0.441,2.364,1.0,2.42,0.909
qutebrowser-bot,train,Bot,,0.0,,,0.0,0.0,0.0,2029.479,2029.479,0.0,167.989,0.616,63.559,0.001,81.22,168.005,0.546,75.166,13.408,83.395,28,0.0,0.0,28.0,28.0,0.0,5.5,0.262,9.333,13.0,6.351,0.0,0.0,28.0,28.0,0.0,1,3,0.0,0.0,3.0,3.0,0.0,1.0
stoplight-bot,train,Bot,131.263,0.546,112.441,73.927,121.451,47.182,0.781,91.352,20.931,212.645,0.001,0.966,12.872,0.001,85.508,0.339,0.921,21.293,0.001,86.982,101,23.5,0.31,33.667,18.0,27.135,17.5,0.535,14.429,7.0,16.154,8.5,0.513,9.182,5.0,10.294,1,7,0.5,0.048,4.667,5.0,0.577,0.333
hironsan,train,Human,97.186,0.367,149.967,117.789,114.16,115.303,0.641,98.423,0.001,212.535,24.659,0.796,39.35,0.001,78.099,24.659,0.796,39.35,0.001,78.099,54,0.0,0.726,10.8,1.0,21.913,4.0,0.185,13.5,16.5,6.351,7.0,0.556,6.0,3.0,7.467,5,4,0.0,0.229,1.4,1.0,0.894,1.0
clearlydefinedbot,train,Bot,1.584,0.479,1.471,0.769,1.697,142.881,0.708,123.535,19.991,220.99,0.0,0.968,3.003,0.0,19.759,0.0,0.97,1.667,0.0,14.779,300,47.0,0.157,150.0,150.0,66.468,5.0,0.043,75.0,77.5,7.528,85.0,0.497,75.0,51.5,81.637,1,4,0.0,0.0,4.0,4.0,0.0,0.5
megastep,train,Human,127.178,0.443,111.134,138.12,95.903,2.977,0.695,13.523,0.012,33.717,44.062,0.755,52.355,1.322,92.921,56.788,0.762,44.306,0.345,76.612,21,5.0,0.4,4.2,4.0,3.421,7.25,0.464,5.25,4.0,5.315,2.75,0.399,2.625,1.5,2.2,2,4,1.0,0.25,1.6,1.0,0.894,0.4
alxhub,train,Human,2.23,0.868,10.174,0.161,28.212,25.098,0.751,38.26,0.026,98.294,1.699,0.876,10.211,0.015,33.893,0.683,0.889,7.874,0.012,29.431,215,21.0,0.742,43.0,1.0,82.677,11.5,0.502,19.545,13.0,21.723,3.0,0.666,6.143,2.0,11.335,4,11,1.0,0.486,2.8,1.0,3.493,0.8
optimismbot,train,Bot,17.398,0.586,14.103,8.774,18.001,39.034,0.646,24.439,1.404,39.889,12.213,0.687,10.731,3.671,17.259,10.036,0.729,9.095,2.347,17.142,241,46.0,0.598,48.2,12.0,65.194,89.75,0.453,60.25,60.0,58.54,5.0,0.469,4.228,3.0,4.027,1,4,0.0,0.229,1.4,1.0,0.894,0.2
riottranslatebot,train,Bot,1.875,0.835,6.66,0.001,15.186,98.397,0.299,125.351,0.0,256.536,0.613,0.882,4.373,0.001,12.577,41.641,0.747,37.236,6.922,67.094,54,10.5,0.583,13.5,5.0,19.757,21.0,0.389,27.0,27.0,29.698,2.5,0.598,3.6,1.0,6.057,2,2,0.0,0.0,1.0,1.0,0.0,0.5
raphaelm,train,Human,2.542,0.831,7.367,0.368,16.663,0.14,0.829,7.303,0.001,22.431,0.851,0.897,4.008,0.038,11.945,0.482,0.899,3.8,0.029,11.449,250,11.25,0.754,15.625,2.5,39.695,18.25,0.506,20.833,12.0,22.918,3.0,0.55,3.846,2.0,5.271,3,12,3.25,0.432,2.812,1.5,2.482,0.188
aminekhaldi,train,Human,5.922,0.836,13.243,0.374,35.854,0.206,0.812,3.076,0.009,10.007,4.397,0.867,8.733,0.117,28.755,3.938,0.867,8.174,0.103,26.436,219,8.5,0.612,21.9,8.0,31.995,23.0,0.428,24.333,19.0,20.341,1.0,0.329,1.991,2.0,1.553,3,9,0.75,0.267,3.6,3.0,2.221,0.3
ks-ci-bot,train,Bot,0.848,0.859,1.276,0.011,3.427,0.222,0.913,2.023,0.015,11.104,0.089,0.957,1.207,0.01,7.565,0.075,0.957,0.741,0.004,5.431,164,7.5,0.733,20.5,6.0,43.977,8.5,0.522,27.333,13.5,35.314,5.0,0.532,4.432,3.0,5.378,2,6,1.25,0.36,2.125,1.5,1.727,0.25
t7tran,train,Human,54.577,0.622,45.577,22.355,60.983,0.53,0.846,5.705,0.006,18.456,17.533,0.82,19.283,0.311,44.186,14.816,0.823,18.458,0.387,42.464,118,4.0,0.574,4.538,1.5,5.846,17.5,0.608,14.75,6.0,19.159,1.0,0.468,2.744,2.0,3.267,15,8,1.0,0.283,1.769,1.0,1.032,0.577
zksync-admin-bot2,train,Bot,102.762,0.749,129.994,46.634,268.803,0.001,0.735,9.348,0.0,32.765,69.041,0.81,77.054,0.001,224.511,91.179,0.817,67.258,0.001,193.489,26,1.0,0.477,2.6,1.0,3.026,2.0,0.154,6.5,5.5,2.38,1.0,0.302,2.0,2.0,1.225,1,4,1.0,0.171,1.4,1.0,0.516,0.1
stefanv,train,Human,3.889,0.846,8.587,0.439,21.781,0.022,0.873,0.896,0.0,4.803,1.507,0.889,6.35,0.174,19.62,1.184,0.893,5.162,0.143,16.821,229,5.0,0.628,5.585,2.0,8.953,31.0,0.536,17.615,9.0,18.976,1.0,0.35,1.832,1.0,1.528,21,13,2.0,0.363,2.0,1.0,1.597,0.512
followtheprocess,train,Human,0.355,0.871,1.959,0.047,5.15,0.046,0.926,2.151,0.0,10.186,0.074,0.922,1.298,0.01,4.742,0.117,0.92,1.245,0.017,4.577,224,6.0,0.597,9.739,5.0,16.839,45.0,0.473,24.889,25.0,22.508,1.25,0.513,3.294,2.0,8.12,2,9,2.5,0.28,3.391,3.0,1.777,0.087
shamcode,train,Human,10.794,0.576,22.764,12.697,36.546,108.07,0.313,72.117,0.0,108.879,12.95,0.504,16.992,12.589,18.905,12.636,0.413,31.785,24.011,27.978,57,0.0,0.734,5.182,1.0,13.87,22.5,0.526,19.0,10.0,23.812,3.5,0.48,3.0,1.0,3.109,11,3,0.0,0.076,1.091,1.0,0.302,1.0
betatim,train,Human,3.762,0.841,11.664,1.134,41.536,0.292,0.785,3.71,0.0,12.222,2.916,0.861,9.949,0.661,37.315,2.141,0.871,7.263,0.392,29.69,228,6.0,0.66,9.913,4.0,17.712,13.5,0.664,16.286,4.5,24.351,1.0,0.417,2.111,1.0,2.313,8,14,2.0,0.357,2.609,2.0,1.948,0.348
neverbot,train,Human,59.992,0.756,88.685,12.898,161.29,4.509,0.775,14.874,0.474,32.45,11.444,0.755,15.21,0.449,26.211,5.184,0.904,24.089,0.337,84.66,79,7.0,0.484,6.583,4.0,6.417,2.75,0.755,9.875,1.0,21.643,2.0,0.438,4.158,3.0,4.246,4,8,1.0,0.275,1.667,1.0,0.985,0.333
rayzhang0603,train,Human,95.389,0.739,78.326,14.896,136.734,3.104,0.835,42.445,0.033,121.144,19.96,0.832,41.881,3.769,98.034,18.268,0.849,38.806,0.751,94.104,55,13.75,0.314,13.75,14.0,9.179,5.25,0.37,6.875,4.5,5.436,2.0,0.445,3.056,2.0,3.226,1,8,1.5,0.139,4.5,4.5,1.291,0.25
height[bot],train,Bot,0.522,0.554,0.488,0.303,0.565,0.0,0.531,0.04,0.0,0.194,,0.0,,,0.0,0.5,0.581,0.441,0.235,0.546,300,1.0,0.52,2.703,1.0,5.268,0.0,0.0,300.0,300.0,0.0,0.0,0.155,1.195,1.0,0.954,31,1,0.0,0.0,1.0,1.0,0.0,0.279
kennethreitz,train,Human,19.979,0.786,18.275,1.137,38.747,0.505,0.894,11.644,0.004,59.861,3.275,0.902,12.629,0.076,47.966,0.235,0.942,5.766,0.051,31.652,278,5.0,0.819,14.632,1.0,42.884,13.5,0.728,23.167,7.5,49.85,4.0,0.633,5.148,2.0,8.486,13,12,1.0,0.401,1.947,1.0,2.094,0.684
rorbot,train,Bot,0.0,0.0,167.998,167.998,0.0,588.0,0.0,588.0,588.0,831.558,167.998,0.718,149.333,51.368,256.461,142.498,0.746,134.4,28.686,246.362,11,4.5,0.409,5.5,5.5,6.364,1.5,0.182,3.667,4.0,1.528,4.5,0.409,5.5,5.5,6.364,2,3,1.0,0.25,2.0,2.0,1.414,1.0
3cp,train,Human,44.203,0.668,25.9,3.298,34.747,1.25,0.855,14.535,0.016,48.746,2.757,0.861,12.963,0.035,31.824,2.44,0.874,10.842,0.036,28.626,200,10.25,0.639,10.0,4.5,15.451,11.5,0.432,14.286,12.0,12.857,3.0,0.483,3.704,2.0,3.775,11,14,5.0,0.454,3.55,2.0,3.17,0.55
ibis-squawk-bot[bot],train,Bot,23.671,0.578,17.993,17.105,21.187,143.994,0.573,52.806,0.027,68.935,0.024,0.856,9.112,0.005,23.646,0.148,0.839,10.306,0.005,24.824,171,65.5,0.383,85.5,85.5,92.631,7.75,0.225,28.5,32.5,14.321,8.0,0.499,6.84,5.0,6.65,1,6,0.5,0.056,4.5,4.5,0.707,0.5
robot-mymove,train,Bot,30.635,0.398,22.63,25.49,17.836,380.896,0.455,218.876,86.483,271.881,33.739,0.484,19.397,18.591,18.392,2.666,0.79,5.597,0.965,12.607,299,145.5,0.487,149.5,149.5,205.768,74.25,0.738,74.75,1.5,146.834,58.0,0.64,42.714,20.0,59.036,1,4,1.0,0.25,2.0,2.0,1.414,0.5
arturskadikis,train,Human,,0.0,,,0.0,0.0,0.0,2151.578,2151.578,0.0,0.693,0.924,9.521,0.083,41.168,1.187,0.903,10.496,0.098,38.104,206,0.0,0.0,206.0,206.0,0.0,26.0,0.55,22.889,16.0,25.644,0.0,0.0,206.0,206.0,0.0,1,9,0.0,0.0,9.0,9.0,0.0,1.0
simlu,train,Human,19.17,0.85,73.517,0.096,191.469,0.01,0.547,0.019,0.0,0.043,4.584,0.9,49.013,0.002,156.969,0.138,0.925,36.769,0.008,136.193,17,2.0,0.424,3.4,3.0,3.286,1.75,0.309,4.25,4.0,2.872,2.0,0.261,1.889,1.0,1.054,3,4,1.0,0.171,1.4,1.0,0.548,0.6
pr-benchmarks[bot],train,Bot,,0.0,,,0.0,0.0,0.0,540.256,540.256,0.0,12.002,0.507,7.443,11.787,7.725,11.993,0.63,5.145,0.001,7.033,106,0.0,0.0,106.0,106.0,0.0,9.0,0.085,53.0,53.0,12.728,0.0,0.0,106.0,106.0,0.0,1,2,0.0,0.0,2.0,2.0,0.0,1.0
macdonst,train,Human,145.772,0.62,262.888,110.949,397.303,0.144,0.749,55.779,0.029,147.438,42.173,0.856,101.154,0.051,273.433,83.841,0.815,115.752,0.115,265.508,18,2.0,0.333,2.571,3.0,1.813,1.5,0.413,2.571,2.0,2.507,2.0,0.333,2.571,3.0,1.813,2,7,1.5,0.242,1.857,2.0,0.9,0.286
